Name,dev_country,Substance,FOOD_system_stage,Y_2018,Country_Num,Country_Class_NUM
"Korea, Democratic People's Republic of",D,1,0,53.16185068,109,0
"Korea, Democratic People's Republic of",D,1,1,2.616663715,109,0
"Korea, Democratic People's Republic of",D,1,3,29.50696444,109,0
"Korea, Democratic People's Republic of",D,1,4,18.0589206,109,0
"Korea, Democratic People's Republic of",D,1,5,327.2148454,109,0
"Korea, Democratic People's Republic of",D,1,6,27.04146557,109,0
"Korea, Democratic People's Republic of",D,1,7,188.785419,109,0
"Korea, Democratic People's Republic of",D,3,0,12.68416908,109,0
"Korea, Democratic People's Republic of",D,3,1,180.7860716,109,0
"Korea, Democratic People's Republic of",D,3,3,0.080435697,109,0
"Korea, Democratic People's Republic of",D,3,4,45.19242829,109,0
"Korea, Democratic People's Republic of",D,3,5,2112.131419,109,0
"Korea, Democratic People's Republic of",D,3,6,0.086991596,109,0
"Korea, Democratic People's Republic of",D,3,7,1.277039323,109,0
Portugal,I,0,0,3.983725905,164,1
Portugal,I,0,1,1837.794389,164,1
Portugal,I,0,3,74.44632687,164,1
Portugal,I,0,4,288.6116589,164,1
Portugal,I,0,5,4832.348376,164,1
Portugal,I,0,6,9.420164744,164,1
Portugal,I,0,7,5.490413878,164,1
Portugal,I,1,0,1077.337298,164,1
Portugal,I,1,1,5.631187579,164,1
Portugal,I,1,3,2481.38379,164,1
Portugal,I,1,4,907.6782198,164,1
Portugal,I,1,5,1386.763566,164,1
Portugal,I,1,6,622.3607886,164,1
Portugal,I,1,7,1868.140946,164,1
Portugal,I,3,0,74.21720117,164,1
Portugal,I,3,1,162.1801199,164,1
Portugal,I,3,3,15.00802208,164,1
Portugal,I,3,4,42.67842859,164,1
Portugal,I,3,5,2439.800447,164,1
Portugal,I,3,6,2.359109264,164,1
Portugal,I,3,7,16.199513,164,1
Paraguay,D,0,0,52.6611531,160,0
Paraguay,D,0,1,1241.494253,160,0
Paraguay,D,0,3,0.191428471,160,0
Paraguay,D,0,4,80.61615562,160,0
Paraguay,D,0,5,24214.97674,160,0
Paraguay,D,0,6,0.290021526,160,0
Paraguay,D,0,7,4.466503378,160,0
Paraguay,D,1,0,31.7534181,160,0
Paraguay,D,1,1,0.005790586,160,0
Paraguay,D,1,3,75.94663678,160,0
Paraguay,D,1,7,1005.66081,160,0
Paraguay,D,3,0,36.89176535,160,0
Paraguay,D,3,1,64.60004087,160,0
Paraguay,D,3,4,16.14980437,160,0
Paraguay,D,3,5,8056.957213,160,0
Paraguay,D,3,6,0.034563119,160,0
Paraguay,D,3,7,5.369506012,160,0
French Polynesia,D,0,0,0.056116173,75,0
French Polynesia,D,0,1,79.1480444,75,0
French Polynesia,D,0,3,0.002811089,75,0
French Polynesia,D,0,4,0.140764883,75,0
French Polynesia,D,0,5,26.55833807,75,0
French Polynesia,D,0,6,0.003919863,75,0
French Polynesia,D,0,7,0.093415642,75,0
French Polynesia,D,1,0,6.980733752,75,0
French Polynesia,D,1,3,2.555081746,75,0
French Polynesia,D,1,4,2.747835122,75,0
French Polynesia,D,1,5,21.973127,75,0
French Polynesia,D,1,6,3.059717864,75,0
French Polynesia,D,1,7,62.97044263,75,0
French Polynesia,D,3,0,1.876283304,75,0
French Polynesia,D,3,1,3.710212,75,0
French Polynesia,D,3,3,0.005320884,75,0
French Polynesia,D,3,4,0.93328713,75,0
French Polynesia,D,3,5,13.34521014,75,0
French Polynesia,D,3,6,0.006313285,75,0
French Polynesia,D,3,7,0.49523949,75,0
Qatar,D,0,0,457.1932132,166,0
Qatar,D,0,1,1259.170611,166,0
Qatar,D,0,3,1535.146025,166,0
Qatar,D,0,4,3065.457979,166,0
Qatar,D,0,5,1248.871653,166,0
Qatar,D,0,6,749.0947323,166,0
Qatar,D,0,7,2024.601086,166,0
Qatar,D,1,0,712.9714539,166,0
Qatar,D,1,1,0.017215326,166,0
Qatar,D,1,3,1588.372774,166,0
Qatar,D,1,4,1645.36228,166,0
Qatar,D,1,5,5376.742139,166,0
Qatar,D,1,6,534.9557241,166,0
Qatar,D,1,7,2393.93409,166,0
Qatar,D,3,0,54.28923138,166,0
Qatar,D,3,1,27.58990505,166,0
Qatar,D,3,3,0.80480795,166,0
Qatar,D,3,4,11.88075821,166,0
Qatar,D,3,5,85.44995841,166,0
Qatar,D,3,6,0.265557353,166,0
Qatar,D,3,7,9.767156893,166,0
Reunion,D,0,0,0.241350958,169,0
Reunion,D,0,1,145.7717298,169,0
Reunion,D,0,3,0.002243439,169,0
Reunion,D,0,4,0.002968499,169,0
Reunion,D,0,5,80.60710508,169,0
Reunion,D,0,6,0.022308895,169,0
Reunion,D,0,7,0.216458868,169,0
Reunion,D,1,0,27.9748885,169,0
Reunion,D,1,3,2.790717876,169,0
Reunion,D,1,4,3.241999678,169,0
Reunion,D,1,5,54.1144529,169,0
Reunion,D,1,6,5.679781461,169,0
Reunion,D,1,7,133.2827738,169,0
Reunion,D,3,0,3.385260983,169,0
Reunion,D,3,1,6.2282685,169,0
Reunion,D,3,3,0.004986586,169,0
Reunion,D,3,4,0.006151683,169,0
Reunion,D,3,5,59.0899135,169,0
Reunion,D,3,6,0.010168706,169,0
Reunion,D,3,7,1.286011317,169,0
Romania,I,0,0,17.02959746,170,1
Romania,I,0,1,4765.058928,170,1
Romania,I,0,3,132.5800207,170,1
Romania,I,0,4,181.3492277,170,1
Romania,I,0,5,9607.427069,170,1
Romania,I,0,6,45.44714838,170,1
Romania,I,0,7,106.2998937,170,1
Romania,I,1,0,559.3258058,170,1
Romania,I,1,3,2294.836318,170,1
Romania,I,1,4,1369.830363,170,1
Romania,I,1,5,3032.630774,170,1
Romania,I,1,6,677.5637228,170,1
Romania,I,1,7,1970.797454,170,1
Romania,I,3,0,75.47011885,170,1
Romania,I,3,1,289.3145793,170,1
Romania,I,3,3,7.055731486,170,1
Romania,I,3,4,75.79042608,170,1
Romania,I,3,5,9377.31332,170,1
Romania,I,3,6,1.103597968,170,1
Romania,I,3,7,21.49055188,170,1
Russian Federation,I,0,0,492.8076221,171,1
Russian Federation,I,0,1,54927.84562,171,1
Russian Federation,I,0,3,2636.662425,171,1
Russian Federation,I,0,4,8604.433878,171,1
Russian Federation,I,0,5,66735.57453,171,1
Russian Federation,I,0,6,176.5029131,171,1
Russian Federation,I,0,7,3842.852473,171,1
Russian Federation,I,1,0,11388.43861,171,1
Russian Federation,I,1,3,27542.61692,171,1
Russian Federation,I,1,4,13812.12372,171,1
Russian Federation,I,1,5,64588.01803,171,1
Russian Federation,I,1,6,8277.555379,171,1
Russian Federation,I,1,7,26902.92118,171,1
Russian Federation,I,3,0,1093.9535,171,1
Russian Federation,I,3,1,1961.681678,171,1
Russian Federation,I,3,3,36.11047614,171,1
Russian Federation,I,3,4,581.0818874,171,1
Russian Federation,I,3,5,47815.84038,171,1
Russian Federation,I,3,6,13.21621321,171,1
Russian Federation,I,3,7,322.2275297,171,1
Rwanda,D,0,0,70.36877858,172,0
Rwanda,D,0,1,1870.015126,172,0
Rwanda,D,0,3,0.003167653,172,0
Rwanda,D,0,4,9.387887142,172,0
Rwanda,D,0,5,1928.556844,172,0
Rwanda,D,0,6,1.998001953,172,0
Rwanda,D,0,7,0.126301638,172,0
Rwanda,D,1,0,9.628163973,172,0
Rwanda,D,1,3,1.173090677,172,0
Rwanda,D,1,4,1.528435022,172,0
Rwanda,D,1,5,16.06180149,172,0
Rwanda,D,1,6,2.454103836,172,0
Rwanda,D,1,7,28.24242852,172,0
Rwanda,D,3,0,17.33201525,172,0
Rwanda,D,3,1,98.69077,172,0
Rwanda,D,3,3,0.004639647,172,0
Rwanda,D,3,4,24.7310289,172,0
Rwanda,D,3,5,1159.172912,172,0
Rwanda,D,3,6,0.257123164,172,0
Rwanda,D,3,7,0.223363526,172,0
Saudi Arabia,D,0,0,322.519975,180,0
Saudi Arabia,D,0,1,14092.19615,180,0
Saudi Arabia,D,0,3,1426.337367,180,0
Saudi Arabia,D,0,4,2083.349105,180,0
Saudi Arabia,D,0,5,4924.648042,180,0
Saudi Arabia,D,0,6,399.0079278,180,0
Saudi Arabia,D,0,7,2870.209185,180,0
Saudi Arabia,D,1,0,6619.170524,180,0
Saudi Arabia,D,1,3,1857.200464,180,0
Saudi Arabia,D,1,4,3397.138804,180,0
Saudi Arabia,D,1,5,9624.683992,180,0
Saudi Arabia,D,1,6,3770.92263,180,0
Saudi Arabia,D,1,7,16095.89218,180,0
Saudi Arabia,D,3,0,453.1675515,180,0
Saudi Arabia,D,3,1,395.0991,180,0
Saudi Arabia,D,3,3,2.105489712,180,0
Saudi Arabia,D,3,4,117.8067778,180,0
Saudi Arabia,D,3,5,2551.078276,180,0
Saudi Arabia,D,3,6,4.449836146,180,0
Saudi Arabia,D,3,7,79.32586358,180,0
Serbia and Montenegro,I,0,0,3.280300711,182,1
Serbia and Montenegro,I,0,1,1240.734993,182,1
Serbia and Montenegro,I,0,3,23.27101984,182,1
Serbia and Montenegro,I,0,4,81.24600867,182,1
Serbia and Montenegro,I,0,5,3718.608061,182,1
Serbia and Montenegro,I,0,6,2.408136381,182,1
Serbia and Montenegro,I,0,7,13.3296792,182,1
Serbia and Montenegro,I,1,0,766.1075569,182,1
Serbia and Montenegro,I,1,1,3.26557811,182,1
Serbia and Montenegro,I,1,3,2075.232536,182,1
Serbia and Montenegro,I,1,4,1269.053661,182,1
Serbia and Montenegro,I,1,5,1168.823677,182,1
Serbia and Montenegro,I,1,6,560.6511754,182,1
Serbia and Montenegro,I,1,7,1242.238142,182,1
Serbia and Montenegro,I,3,0,73.72567177,182,1
Serbia and Montenegro,I,3,1,243.0933446,182,1
Serbia and Montenegro,I,3,3,4.762058199,182,1
Serbia and Montenegro,I,3,4,67.73587756,182,1
Serbia and Montenegro,I,3,5,2542.227959,182,1
Serbia and Montenegro,I,3,6,1.719809308,182,1
Serbia and Montenegro,I,3,7,10.9692072,182,1
Sudan,D,0,0,184.7169199,193,0
Sudan,D,0,1,11100.44615,193,0
Sudan,D,0,3,3.170892688,193,0
Sudan,D,0,4,177.3762679,193,0
Sudan,D,0,5,65850.07016,193,0
Sudan,D,0,6,72.34741955,193,0
Sudan,D,0,7,69.45900381,193,0
Sudan,D,1,0,195.5805466,193,0
Sudan,D,1,3,74.63068783,193,0
Sudan,D,1,4,653.1748183,193,0
Sudan,D,1,5,960.5755139,193,0
Sudan,D,1,6,95.66489024,193,0
Sudan,D,1,7,1135.69827,193,0
Sudan,D,3,0,150.2236285,193,0
Sudan,D,3,3,0.148626967,193,0
Sudan,D,3,4,131.9921691,193,0
Sudan,D,3,5,25641.30309,193,0
Sudan,D,3,6,8.150955783,193,0
Sudan,D,3,7,7.136193417,193,0
Senegal,D,0,0,44.30587668,181,0
Senegal,D,0,1,2517.93738,181,0
Senegal,D,0,3,2.335671598,181,0
Senegal,D,0,4,29.19872687,181,0
Senegal,D,0,5,7715.868299,181,0
Senegal,D,0,6,0.236920056,181,0
Senegal,D,0,7,1.126889545,181,0
Senegal,D,1,0,107.2798947,181,0
Senegal,D,1,3,724.0803711,181,0
Senegal,D,1,4,68.48007741,181,0
Senegal,D,1,5,54.44077982,181,0
Senegal,D,1,6,41.62765731,181,0
Senegal,D,1,7,220.3435987,181,0
Senegal,D,3,0,39.1640929,181,0
Senegal,D,3,1,133.194035,181,0
Senegal,D,3,3,2.871843588,181,0
Senegal,D,3,4,34.01226139,181,0
Senegal,D,3,5,2615.339573,181,0
Senegal,D,3,6,0.114424311,181,0
Senegal,D,3,7,1.001468062,181,0
Singapore,D,0,0,0.88534447,185,0
Singapore,D,0,1,1357.649353,185,0
Singapore,D,0,3,7.847175689,185,0
Singapore,D,0,4,22.12041647,185,0
Singapore,D,0,5,27.06598361,185,0
Singapore,D,0,6,2.322852396,185,0
Singapore,D,0,7,36.62786474,185,0
Singapore,D,1,0,196.8554826,185,0
Singapore,D,1,1,14.48836976,185,0
Singapore,D,1,3,263.4272669,185,0
Singapore,D,1,4,408.3111968,185,0
Singapore,D,1,5,146.7827319,185,0
Singapore,D,1,6,496.1177809,185,0
Singapore,D,1,7,1135.964678,185,0
Singapore,D,3,0,31.6387138,185,0
Singapore,D,3,1,57.44406873,185,0
Singapore,D,3,3,0.402681591,185,0
Singapore,D,3,4,0.570748425,185,0
Singapore,D,3,5,8.604911177,185,0
Singapore,D,3,6,0.976500604,185,0
Singapore,D,3,7,6.196030355,185,0
Saint Helena,D,0,0,0.003266783,173,0
Saint Helena,D,0,1,0.746532013,173,0
Saint Helena,D,0,3,0.027236029,173,0
Saint Helena,D,0,4,0.028081494,173,0
Saint Helena,D,0,5,1.343510382,173,0
Saint Helena,D,0,6,0.006432097,173,0
Saint Helena,D,0,7,0.044394721,173,0
Saint Helena,D,1,0,0.078012896,173,0
Saint Helena,D,1,3,0.029887998,173,0
Saint Helena,D,1,4,0.021293548,173,0
Saint Helena,D,1,5,0.075631077,173,0
Saint Helena,D,1,6,0.04065077,173,0
Saint Helena,D,1,7,1.279183703,173,0
Saint Helena,D,3,0,0.045740798,173,0
Saint Helena,D,3,3,7.17313e-05,173,0
Saint Helena,D,3,4,5.1547e-05,173,0
Saint Helena,D,3,5,0.614743506,173,0
Saint Helena,D,3,6,9.74388e-05,173,0
Saint Helena,D,3,7,0.007890336,173,0
Solomon Islands,D,0,0,1.22966687,188,0
Solomon Islands,D,0,1,110.6061681,188,0
Solomon Islands,D,0,3,0.000902491,188,0
Solomon Islands,D,0,4,0.294580472,188,0
Solomon Islands,D,0,5,57.84177804,188,0
Solomon Islands,D,0,6,0.001257093,188,0
Solomon Islands,D,0,7,0.0298322,188,0
Solomon Islands,D,1,0,2.229267385,188,0
Solomon Islands,D,1,3,0.827418266,188,0
Solomon Islands,D,1,4,0.87750978,188,0
Solomon Islands,D,1,5,7.017027394,188,0
Solomon Islands,D,1,6,0.977107883,188,0
Solomon Islands,D,1,7,20.10933977,188,0
Solomon Islands,D,3,0,0.841114157,188,0
Solomon Islands,D,3,1,4.528532,188,0
Solomon Islands,D,3,3,0.001705238,188,0
Solomon Islands,D,3,4,1.133971524,188,0
Solomon Islands,D,3,5,17.47918373,188,0
Solomon Islands,D,3,6,0.002022814,188,0
Solomon Islands,D,3,7,0.158152999,188,0
Sierra Leone,D,0,0,82.76820768,184,0
Sierra Leone,D,0,1,1184.110028,184,0
Sierra Leone,D,0,3,0.003637513,184,0
Sierra Leone,D,0,4,3.765520772,184,0
Sierra Leone,D,0,5,2831.100908,184,0
Sierra Leone,D,0,6,2.598583388,184,0
Sierra Leone,D,0,7,0.276760927,184,0
Sierra Leone,D,1,0,9.481162566,184,0
Sierra Leone,D,1,3,1.02590406,184,0
Sierra Leone,D,1,4,1.505096919,184,0
Sierra Leone,D,1,5,15.78735764,184,0
Sierra Leone,D,1,6,2.416633837,184,0
Sierra Leone,D,1,7,40.11865471,184,0
Sierra Leone,D,3,0,21.10636729,184,0
Sierra Leone,D,3,1,57.36879,184,0
Sierra Leone,D,3,3,0.005203596,184,0
Sierra Leone,D,3,4,14.46113713,184,0
Sierra Leone,D,3,5,549.827405,184,0
Sierra Leone,D,3,6,0.313501653,184,0
Sierra Leone,D,3,7,0.435026632,184,0
El Salvador,D,0,0,10.51630006,62,0
El Salvador,D,0,1,1598.239141,62,0
El Salvador,D,0,3,0.141632692,62,0
El Salvador,D,0,4,77.46892764,62,0
El Salvador,D,0,5,1698.136506,62,0
El Salvador,D,0,6,0.171169712,62,0
El Salvador,D,0,7,1.702255424,62,0
El Salvador,D,1,0,65.65572877,62,0
El Salvador,D,1,3,13.71492282,62,0
El Salvador,D,1,4,11.91290669,62,0
El Salvador,D,1,5,559.1619166,62,0
El Salvador,D,1,6,14.66000734,62,0
El Salvador,D,1,7,481.9742908,62,0
El Salvador,D,3,0,14.87979862,62,0
El Salvador,D,3,1,71.127749,62,0
El Salvador,D,3,3,0.176890658,62,0
El Salvador,D,3,4,16.28425132,62,0
El Salvador,D,3,5,815.7849108,62,0
El Salvador,D,3,6,0.214739692,62,0
El Salvador,D,3,7,4.406693449,62,0
Somalia,D,0,0,213.9573266,189,0
Somalia,D,0,1,2948.069962,189,0
Somalia,D,0,3,0.00731728,189,0
Somalia,D,0,4,16.26817591,189,0
Somalia,D,0,5,17562.78997,189,0
Somalia,D,0,6,6.773014467,189,0
Somalia,D,0,7,0.255621685,189,0
Somalia,D,1,0,8.648831661,189,0
Somalia,D,1,3,1.042709462,189,0
Somalia,D,1,4,1.372970385,189,0
Somalia,D,1,5,14.40140416,189,0
Somalia,D,1,6,2.204486689,189,0
Somalia,D,1,7,49.44894105,189,0
Somalia,D,3,0,50.69944762,189,0
Somalia,D,3,1,107.056025,189,0
Somalia,D,3,3,0.009898225,189,0
Somalia,D,3,4,0.307891424,189,0
Somalia,D,3,5,4371.490472,189,0
Somalia,D,3,6,0.805312638,189,0
Somalia,D,3,7,0.395090147,189,0
Saint Pierre and Miquelon,I,0,0,0.000338253,176,1
Saint Pierre and Miquelon,I,0,1,3.281790084,176,1
Saint Pierre and Miquelon,I,0,3,0.000206296,176,1
Saint Pierre and Miquelon,I,0,4,0.000190694,176,1
Saint Pierre and Miquelon,I,0,5,0.208187836,176,1
Saint Pierre and Miquelon,I,0,6,0.000250684,176,1
Saint Pierre and Miquelon,I,0,7,0.004023983,176,1
Saint Pierre and Miquelon,I,1,0,0.295829356,176,1
Saint Pierre and Miquelon,I,1,1,0.007595653,176,1
Saint Pierre and Miquelon,I,1,3,0.202434423,176,1
Saint Pierre and Miquelon,I,1,4,0.18699372,176,1
Saint Pierre and Miquelon,I,1,5,2.974810082,176,1
Saint Pierre and Miquelon,I,1,6,0.230075235,176,1
Saint Pierre and Miquelon,I,1,7,2.838649826,176,1
Saint Pierre and Miquelon,I,3,0,0.123965532,176,1
Saint Pierre and Miquelon,I,3,1,0.000455405,176,1
Saint Pierre and Miquelon,I,3,3,0.00040375,176,1
Saint Pierre and Miquelon,I,3,4,0.000373214,176,1
Saint Pierre and Miquelon,I,3,5,0.441767599,176,1
Saint Pierre and Miquelon,I,3,6,0.000460173,176,1
Saint Pierre and Miquelon,I,3,7,0.050091136,176,1
Sao Tome and Principe,D,0,0,1.595837138,179,0
Sao Tome and Principe,D,0,1,39.59790915,179,0
Sao Tome and Principe,D,0,3,0.000203157,179,0
Sao Tome and Principe,D,0,4,0.118189802,179,0
Sao Tome and Principe,D,0,5,7.666548957,179,0
Sao Tome and Principe,D,0,6,0.051442593,179,0
Sao Tome and Principe,D,0,7,0.044250807,179,0
Sao Tome and Principe,D,1,0,1.621655607,179,0
Sao Tome and Principe,D,1,3,0.153258774,179,0
Sao Tome and Principe,D,1,4,0.257431483,179,0
Sao Tome and Principe,D,1,5,2.700269784,179,0
Sao Tome and Principe,D,1,6,0.413340862,179,0
Sao Tome and Principe,D,1,7,5.391356622,179,0
Sao Tome and Principe,D,3,0,0.686861296,179,0
Sao Tome and Principe,D,3,1,1.47509865,179,0
Sao Tome and Principe,D,3,3,0.000364558,179,0
Sao Tome and Principe,D,3,4,0.369367857,179,0
Sao Tome and Principe,D,3,5,8.856021888,179,0
Sao Tome and Principe,D,3,6,0.006732645,179,0
Sao Tome and Principe,D,3,7,0.071537233,179,0
Suriname,D,0,0,1.498502372,194,0
Suriname,D,0,1,224.6119282,194,0
Suriname,D,0,3,1.78778038,194,0
Suriname,D,0,4,3.292716817,194,0
Suriname,D,0,5,572.7411517,194,0
Suriname,D,0,6,0.267193952,194,0
Suriname,D,0,7,3.803939553,194,0
Suriname,D,1,0,18.89657346,194,0
Suriname,D,1,1,0.095544419,194,0
Suriname,D,1,3,8.504474897,194,0
Suriname,D,1,4,9.937448527,194,0
Suriname,D,1,5,329.5369637,194,0
Suriname,D,1,6,10.81488796,194,0
Suriname,D,1,7,53.02389229,194,0
Suriname,D,3,0,5.802029183,194,0
Suriname,D,3,1,4.672955838,194,0
Suriname,D,3,3,0.017654447,194,0
Suriname,D,3,4,1.184733185,194,0
Suriname,D,3,5,99.90697937,194,0
Suriname,D,3,6,0.023484714,194,0
Suriname,D,3,7,0.541789393,194,0
Slovakia,I,0,0,3.80092642,186,1
Slovakia,I,0,1,1363.967637,186,1
Slovakia,I,0,3,52.36429161,186,1
Slovakia,I,0,4,237.233358,186,1
Slovakia,I,0,5,1674.770975,186,1
Slovakia,I,0,6,18.42936123,186,1
Slovakia,I,0,7,52.79864823,186,1
Slovakia,I,1,0,100.7291204,186,1
Slovakia,I,1,3,1748.320989,186,1
Slovakia,I,1,4,316.5518082,186,1
Slovakia,I,1,5,957.2118225,186,1
Slovakia,I,1,6,285.8515887,186,1
Slovakia,I,1,7,783.6747066,186,1
Slovakia,I,3,0,28.34273692,186,1
Slovakia,I,3,1,59.6551835,186,1
Slovakia,I,3,3,10.37905952,186,1
Slovakia,I,3,4,15.63851757,186,1
Slovakia,I,3,5,1998.194413,186,1
Slovakia,I,3,6,2.207945261,186,1
Slovakia,I,3,7,8.264314768,186,1
Slovenia,I,0,0,2.297128022,187,1
Slovenia,I,0,1,271.5403077,187,1
Slovenia,I,0,3,80.10028017,187,1
Slovenia,I,0,4,63.60774545,187,1
Slovenia,I,0,5,1611.101496,187,1
Slovenia,I,0,6,8.819875424,187,1
Slovenia,I,0,7,1.478593754,187,1
Slovenia,I,1,0,62.98980121,187,1
Slovenia,I,1,1,4.154791791,187,1
Slovenia,I,1,3,546.142721,187,1
Slovenia,I,1,4,123.3999021,187,1
Slovenia,I,1,5,286.6357843,187,1
Slovenia,I,1,6,90.66413465,187,1
Slovenia,I,1,7,584.800466,187,1
Slovenia,I,3,0,12.36000108,187,1
Slovenia,I,3,1,36.06763763,187,1
Slovenia,I,3,3,2.056934426,187,1
Slovenia,I,3,4,7.167541867,187,1
Slovenia,I,3,5,467.9091152,187,1
Slovenia,I,3,6,0.296716489,187,1
Slovenia,I,3,7,6.320669301,187,1
Sweden,I,0,0,4.478092692,196,1
Sweden,I,0,1,921.786161,196,1
Sweden,I,0,3,74.22815275,196,1
Sweden,I,0,4,2321.05804,196,1
Sweden,I,0,5,3826.112642,196,1
Sweden,I,0,6,6.456925308,196,1
Sweden,I,0,7,10.87609029,196,1
Sweden,I,1,0,122.897535,196,1
Sweden,I,1,1,163.803,196,1
Sweden,I,1,3,1685.727392,196,1
Sweden,I,1,4,349.6013334,196,1
Sweden,I,1,5,414.8448358,196,1
Sweden,I,1,6,151.3952627,196,1
Sweden,I,1,7,1851.078832,196,1
Sweden,I,3,0,126.8114924,196,1
Sweden,I,3,1,157.498828,196,1
Sweden,I,3,3,84.64712376,196,1
Sweden,I,3,4,40.8706751,196,1
Sweden,I,3,5,3276.364873,196,1
Sweden,I,3,6,5.878453424,196,1
Sweden,I,3,7,18.72807446,196,1
Swaziland,D,0,0,2.632629942,195,0
Swaziland,D,0,1,206.2922445,195,0
Swaziland,D,0,3,2.314605353,195,0
Swaziland,D,0,4,73.89788947,195,0
Swaziland,D,0,5,909.5972876,195,0
Swaziland,D,0,6,0.114430742,195,0
Swaziland,D,0,7,0.452443367,195,0
Swaziland,D,1,0,8.719853116,195,0
Swaziland,D,1,3,17.50397982,195,0
Swaziland,D,1,4,3.483227873,195,0
Swaziland,D,1,5,14.11912513,195,0
Swaziland,D,1,6,2.193940415,195,0
Swaziland,D,1,7,40.44462014,195,0
Swaziland,D,3,0,26.06354671,195,0
Swaziland,D,3,1,11.146324,195,0
Swaziland,D,3,3,0.07091294,195,0
Swaziland,D,3,4,8.741757911,195,0
Swaziland,D,3,5,399.9455498,195,0
Swaziland,D,3,6,0.014209577,195,0
Swaziland,D,3,7,0.401130259,195,0
Seychelles,D,0,0,0.073445428,183,0
Seychelles,D,0,1,58.18605145,183,0
Seychelles,D,0,3,0.001106051,183,0
Seychelles,D,0,4,0.091610993,183,0
Seychelles,D,0,5,1.670219223,183,0
Seychelles,D,0,6,0.007829493,183,0
Seychelles,D,0,7,0.114493939,183,0
Seychelles,D,1,0,11.79416168,183,0
Seychelles,D,1,3,1.088923365,183,0
Seychelles,D,1,4,1.872273655,183,0
Seychelles,D,1,5,19.63873036,183,0
Seychelles,D,1,6,3.006184671,183,0
Seychelles,D,1,7,45.91888562,183,0
Seychelles,D,3,0,1.228310214,183,0
Seychelles,D,3,1,0.67155505,183,0
Seychelles,D,3,3,0.00218261,183,0
Seychelles,D,3,4,0.171850975,183,0
Seychelles,D,3,5,2.735800298,183,0
Seychelles,D,3,6,0.005674468,183,0
Seychelles,D,3,7,0.744442592,183,0
Syrian Arab Republic,D,0,0,15.72673448,198,0
Syrian Arab Republic,D,0,1,3735.5276,198,0
Syrian Arab Republic,D,0,3,3.398850873,198,0
Syrian Arab Republic,D,0,4,104.2243482,198,0
Syrian Arab Republic,D,0,5,4746.537216,198,0
Syrian Arab Republic,D,0,6,20.07577915,198,0
Syrian Arab Republic,D,0,7,17.13947552,198,0
Syrian Arab Republic,D,1,0,495.6181042,198,0
Syrian Arab Republic,D,1,3,65.54171145,198,0
Syrian Arab Republic,D,1,4,138.8081229,198,0
Syrian Arab Republic,D,1,5,1464.53663,198,0
Syrian Arab Republic,D,1,6,111.2404868,198,0
Syrian Arab Republic,D,1,7,697.5780079,198,0
Syrian Arab Republic,D,3,0,21.02200648,198,0
Syrian Arab Republic,D,3,1,187.16155,198,0
Syrian Arab Republic,D,3,3,0.114576877,198,0
Syrian Arab Republic,D,3,4,47.91872645,198,0
Syrian Arab Republic,D,3,5,2366.622978,198,0
Syrian Arab Republic,D,3,6,0.184293077,198,0
Syrian Arab Republic,D,3,7,3.248308304,198,0
Turks and Caicos Islands,D,0,0,0.005474362,211,0
Turks and Caicos Islands,D,0,1,9.279203592,211,0
Turks and Caicos Islands,D,0,3,0.000281505,211,0
Turks and Caicos Islands,D,0,4,0.000334428,211,0
Turks and Caicos Islands,D,0,5,0.019615744,211,0
Turks and Caicos Islands,D,0,6,0.004768199,211,0
Turks and Caicos Islands,D,0,7,0.018866806,211,0
Turks and Caicos Islands,D,1,3,0.879174114,211,0
Turks and Caicos Islands,D,3,0,0.273200516,211,0
Turks and Caicos Islands,D,3,3,0.001099271,211,0
Turks and Caicos Islands,D,3,4,0.001305935,211,0
Turks and Caicos Islands,D,3,5,1.201918289,211,0
Turks and Caicos Islands,D,3,6,0.003749397,211,0
Turks and Caicos Islands,D,3,7,0.079373069,211,0
Chad,D,0,0,119.2476485,38,0
Chad,D,0,1,2382.751321,38,0
Chad,D,0,3,14.87471971,38,0
Chad,D,0,4,72.43521029,38,0
Chad,D,0,5,49223.20719,38,0
Chad,D,0,6,4.358883792,38,0
Chad,D,0,7,46.19929032,38,0
Chad,D,1,0,6.497116617,38,0
Chad,D,1,3,7.527170614,38,0
Chad,D,1,4,4.193912248,38,0
Chad,D,1,5,9.691731483,38,0
Chad,D,1,6,1.207298555,38,0
Chad,D,1,7,32.11480449,38,0
Chad,D,3,0,27.06011509,38,0
Chad,D,3,1,143.74448,38,0
Chad,D,3,3,0.026496731,38,0
Chad,D,3,4,36.36969571,38,0
Chad,D,3,5,15645.19269,38,0
Chad,D,3,6,0.412780207,38,0
Chad,D,3,7,0.212154895,38,0
Togo,D,0,0,42.38004594,204,0
Togo,D,0,1,1399.284862,204,0
Togo,D,0,3,0.107111609,204,0
Togo,D,0,4,6.927031132,204,0
Togo,D,0,5,1678.445541,204,0
Togo,D,0,6,10.56281193,204,0
Togo,D,0,7,0.670021539,204,0
Togo,D,1,0,38.02075055,204,0
Togo,D,1,1,0.0751864,204,0
Togo,D,1,3,96.41504312,204,0
Togo,D,1,4,8.130462959,204,0
Togo,D,1,5,0.361103867,204,0
Togo,D,1,6,0.159423132,204,0
Togo,D,1,7,147.2380289,204,0
Togo,D,3,0,15.6339018,204,0
Togo,D,3,1,61.72414923,204,0
Togo,D,3,3,0.201071658,204,0
